Book ID,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
191687174,"Straight to Hell: True Tales of Deviance, Debauchery, and Billion-Dollar Deals",1,"LeFevre, John",Author,,,"Grove Press (2016), Edition: Reprint, 336 pages",2016,,,,,"Straight to Hell: True Tales of Deviance, Debauchery, and Billion-Dollar Deals by John LeFevre (2016)",Paperback,336  p.; 8 inches,0.70106999316 pounds,8 inches,0.5 inches,5 inches,8 x 5 x 0.5 inches,336  ,,,,,,,"bio, personal_stories",Anti-Library,English,English,HG2463.Q38 .L384,[0802125212],"[0802125212, 9780802125217]",,332.10973,Banking > Biography And History > Economics > Finance > North America > Social sciences > United States,,1,amazon.com books,2020-10-31,,,15250486,,,,
191687175,The Scatter Here Is Too Great (P.S. (Paperback)),5,"Tanweer, Bilal",Author,,,"Harper Perennial (2015), Edition: Reprint, 224 pages",2015,,,,,The Scatter Here Is Too Great (P.S. (Paperback)) by Bilal Tanweer (2015),Paperback,224  p.,,,,,,224  ,,,,,,,"fiction, southasia",Anti-Library,English,English,PK2163.T338 S33,[0062304453],"[0062304453, 9780062304452]",,813.6,21st Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,14908208,,,,
191687176,"Stick it to the Man: How to Skirt the Law, Scam Your Enemies , and Screw Big, Fat, Stupid, Lazy Corporations...for Fun and Profit!",1,"Lewis, Ronald",Author,,,"Skyhorse (2009), 208 pages",2009,,,,,"Stick it to the Man: How to Skirt the Law, Scam Your Enemies , and Screw Big, Fat, Stupid, Lazy Corporations...for Fun and Profit! by Ronald Lewis (2009)",Paperback,208  p.; 7.5 inches,0.84437046346 pounds,7.5 inches,5.1 inches,5 inches,7.5 x 5 x 5.1 inches,208  ,,,,,,,funny,Anti-Library,English,English,HF5415.335 .L48,[1602396418],"[1602396418, 9781602396418]",,381.34,"Commerce > Commerce, Communications, Transportation > Commercial policy > Social sciences",,1,amazon.com books,2020-10-31,,,9001601,,,,
191687177,Your Sh*tty Family,1,Unspirational,Author,,,"Harry N. Abrams (2017), 160 pages",2017,,,,,Your Sh*tty Family by Unspirational (2017),Paperback,160  p.,,,,,,160  ,,,,,,,funny,Anti-Library,English,English,PN6231.F3 U57,[1419724193],"[1419724193, 9781419724190]",,818.602,"21st Century > Authors, American and American miscellany > English (North America) > Literature",,1,amazon.com books,2020-10-31,,,22279367,,,,
191687178,Billy Lynn's Long Halftime Walk,1,"Fountain, Ben",Author,,,"Ecco (2012), Edition: Reprint, 320 pages",2012,,,,,Billy Lynn's Long Halftime Walk by Ben Fountain (2012),Paperback,320  p.; 8 inches,0.5 pounds,8 inches,0.720721 inches,5.3125 inches,8 x 5.3125 x 0.720721 inches,320  ,,,,,,,"fiction, hoopla","eBooks, Anti-Library",English,English,PS3606.O844 B55,[0060885610],"[0060885610, 9780060885618]",,813.6,21st Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,12072317,,,,
191687179,Worst Laid Plans: When Bad Sex Happens to Good People,1,"Lydon, Alexandra",Author,,,"Harry N. Abrams (2010), 224 pages",2010,,,,,Worst Laid Plans: When Bad Sex Happens to Good People by Alexandra Lydon (2010),Paperback,224  p.,0.63 pounds,8 inches,0.7 inches,5 inches,8 x 5 x 0.7 inches,224  ,,,,,,,funny,Anti-Library,English,English,HQ25 .W677,[0810989026],"[0810989026, 9780810989023]",,306.77,"Culture and Institutions > Practices > Relations between the sexes, sexualities, love > Social Sciences > Social sciences",,1,amazon.com books,2020-10-31,,,9844477,,,,
191687180,A Personal Matter,3,"Oe, Kenzaburo",Author,"Nathan, John",Author,"Grove Press (1994), Edition: Reissue, 165 pages",1994,,,,,A Personal Matter by Kenzaburo Oe (1994),Paperback,165  p.; 8.12 inches,0.44533376924 pounds,8.12 inches,0.46 inches,5.38 inches,8.12 x 5.38 x 0.46 inches,165  ,,,,,,,"fiction, world",Anti-Library,English,English,PZ4.O287 P,[0802150616],"[0802150616, 9780802150615]",Japan > Fiction,895.635,1945–2000 > Asian (east and south east) languages > Japanese > Japanese fiction > Literature > Literature of other languages,,1,amazon.com books,2020-10-31,,,17723,,,,
191687181,"My Date My Story: True Stories of Modern Dating, Sex, and Heartbreak",1,"Stern, Jesse",Author,,,"Skyhorse (2019), 176 pages",2019,,,,,"My Date My Story: True Stories of Modern Dating, Sex, and Heartbreak by Jesse Stern (2019)",Paperback,176  p.,,,,,,176  ,,,,,,,sex,Anti-Library,English,English,HQ801.S8277,[1510738959],"[1510738959, 9781510738959]",,306.73,"Culturally Typical Patterns of Sexual Relationships and Behavior > Culture and Institutions > Relations between the sexes, sexualities, love > Social Sciences > Social sciences",,1,amazon.com books,2020-10-31,,,23958819,,,,
191687182,Too Loud a Solitude,1,"Hrabal, Bohumil",Author,,,"Mariner Books (1992), Edition: First, 112 pages",1992,,,,,Too Loud a Solitude by Bohumil Hrabal (1992),Paperback,98  p.; 8 inches,0.26 pounds,8 inches,0.294 inches,5.3125 inches,8 x 5.3125 x 0.294 inches,98  ,,,,,,,"fiction, world",Anti-Library,English,English,PG5039.R2 P713,[0156904586],"[0156904586, 9780156904582]",,891.8635,"1900–1989 > Czech > Czech fiction > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > West and South Slavic languages (Bulgarian, Slovene, Polish, Czech, Slovak, Serbo-Croatian, and Macedonian)",,1,amazon.com books,2020-10-31,,,84304,,,,
191687183,"Now for the Disappointing Part: A Pseudo-Adult?s Decade of Short-Term Jobs, Long-Term Relationships, and Holding Out for Something Better",1,"Barker, Steven",Author,,,"Skyhorse (2016), 256 pages",2016,,,,,"Now for the Disappointing Part: A Pseudo-Adult?s Decade of Short-Term Jobs, Long-Term Relationships, and Holding Out for Something Better by Steven Barker (2016)",Paperback,256  p.,,,,,,256  ,,,,,,,"bio, personal_stories",Anti-Library,English,English,HC29.B375,[1510710825],"[1510710825, 9781510710825]",,814.6,21st Century > American essays > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,19589558,,,,
191687185,The Hippopotamus: A Novel,5,"Fry, Stephen",Author,,,"Soho Press (2018), Edition: 1, 418 pages",2014,,,,,The Hippopotamus: A Novel by Stephen Fry (2014),Ebook,418  p.,,,,,,418  ,,,,,,,fiction,Anti-Library,English,English,PR6056.R88 H57,,,Critics > England > Fiction|England > Fiction|England > fiction|Epistolary fiction|Humorous stories|humorous stories,823.914,1901-1999 > 1945-1999 > English & Old English literatures > English fiction > Literature > Modern Period,,1,amazon.com books,2020-10-31,,,57045,,,,
191687186,Men at Work: The Craft of Baseball,1,"Will, George F.",Author,,,"Harper Perennial (2010), Edition: Illustrated, 398 pages",2010,,,,,Men at Work: The Craft of Baseball by George F. Will (2010),Paperback,398  p.; 8 inches,0.68 pounds,8 inches,1 inch,5.25 inches,8 x 5.25 x 1 inches,398  ,,,,,,,baseball,Anti-Library,English,English,GV863.A1 W53,[9780061999819],"[9780061999819, 0061999814]",Baseball > United States > History|Large Type Books|Large type books,796.3570973,Athletic and outdoor sports and games > Ball and stick sports > Ball sports > Baseball > Biography And History > North America > Recreational and performing arts > The arts,,1,amazon.com books,2020-10-31,,,62199,,,,
191687187,"Once Upon a Time in Retail: No Receipt, No Return",1,"Murphy, Siobhan",Author,,,"AuthorHouse (2013), 122 pages",2013,,,,,"Once Upon a Time in Retail: No Receipt, No Return by Siobhan Murphy (2013)",Paperback,122  p.,,,,,,122  ,,,,,,,bio,Anti-Library,English,English,,[1491843187],"[1491843187, 9781491843185]",,,,,1,amazon.com books,2020-10-31,,,23958827,,,,
191687189,"Hey Ladies!: The Story of 8 Best Friends, 1 Year, and Way, Way Too Many Emails",1,"Markowitz, Michelle",Author,"Bahar, Carolyn|Moss, Caroline",Author|Author,"Harry N. Abrams (2018), Edition: Illustrated, 272 pages",2018,,,,,"Hey Ladies!: The Story of 8 Best Friends, 1 Year, and Way, Way Too Many Emails by Michelle Markowitz (2018)",Paperback,272  p.; 8.13 inches,1.05 pounds,8.125 inches,0.875 inches,6.125 inches,8.125 x 6.125 x 0.875 inches,272  ,,,,,,,fiction,Anti-Library,English,English,PS3613.A75443 H49,[9781419729133],"[9781419729133, 1419729136]",,813.6,21st Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,20084510,,,,
191687190,Fun and Games: My 40 Years Writing Sports,1,"Perkins, Dave",Author,"Williams, Brian",Foreword,"ECW Press (2016), 336 pages",2016,,,,,Fun and Games: My 40 Years Writing Sports by Dave Perkins (2016),Paperback,336  p.,,,,,,336  ,,,,,,,sports,Anti-Library,English,English,PN4914.F863,[177041312X],"[177041312X, 9781770413122]",,070.4,Information > Journalism > Journalism And Publishing > Journalism And Publishing,,1,amazon.com books,2020-10-31,,,18841354,,,,
191687191,Catch Fire: How to Ignite Your Own Economy,1,"Nelson, Douglas Scott",Author,,,"Morgan James Publishing (2011), Edition: Limited, 226 pages",2011,,,,,Catch Fire: How to Ignite Your Own Economy by Douglas Scott Nelson (2011),Paperback,226  p.,,,,,,226  ,,,,,,,fire,Anti-Library,English,English,HG179,[9781600375286],"[9781600375286, 1600375286]",,332.024,Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social sciences,,1,amazon.com books,2020-10-31,,,12286821,,,,
191687192,"How Hemlines Predict the Economy: Explanations, Rationalizations, and Theories on Everything",1,"FitzSimons, Peter",Author,,,"Skyhorse (2009), Edition: First Edition, 176 pages",2009,,,,,"How Hemlines Predict the Economy: Explanations, Rationalizations, and Theories on Everything by Peter FitzSimons (2009)",Hardcover,176  p.,0.95 pounds,7.1 inches,1 inch,5.2 inches,7.1 x 5.2 x 1 inches,176  ,,,,,,,economics,Anti-Library,English,English,PN6178.A8 F57,[1602393117],"[1602393117, 9781602393110]",,828.91402,"Anecdotes, epigrams, graffiti, jokes, quotations > English & Old English literatures > English miscellaneous writings > English miscellaneous writings 1900- > English miscellaneous writings 1900-1999 > English miscellaneous writings 1945-1999 > Literature",,1,amazon.com books,2020-10-31,,,8118686,,,,
191687195,Fantasy Man: A Former NFL Player's Descent into the Brutality of Fantasy Football,1,"Jackson, Nate",Author,,,"Harper (2016), Edition: Illustrated, 240 pages",2016,,,,,Fantasy Man: A Former NFL Player's Descent into the Brutality of Fantasy Football by Nate Jackson (2016),Hardcover,240  p.; 9 inches,0.9259415004 pounds,9 inches,0.85 inches,6 inches,9 x 6 x 0.85 inches,240  ,,,,,,,"sports, hoopla, libby","eBooks, Anti-Library",English,English,GV939.J28 A3,[0062470078],"[0062470078, 9780062470072]",,796.332092,American football > Athletic and outdoor sports and games > Ball sports > Biography > Biography And History > Inflated ball driven by the foot > Recreational and performing arts > The arts,,1,amazon.com books,2020-10-31,,,18463172,,,,
191687196,Great Teams: 16 Things High Performing Organizations Do Differently,1,"Yaeger, Don",Author,,,"Thomas Nelson (2016), 272 pages",2016,,,,,Great Teams: 16 Things High Performing Organizations Do Differently by Don Yaeger (2016),Hardcover,272  p.; 9.29 inches,0.95 pounds,9.29132 inches,0.90551 inches,6.18109 inches,9.29132 x 6.18109 x 0.90551 inches,272  ,,,,,,,sports,Anti-Library,English,English,HD66.Y33,[0718077628],"[0718077628, 9780718077624]",,658.4,Executive > Management > Management and auxiliary services > Technology and Application of Knowledge,,1,amazon.com books,2020-10-31,,,18279287,,,,
191687197,"The Good, the Spam, and the Ugly",5,"Graham, Steve",Author,,,"Citadel Trade (2007), 254 pages",2007,,,,,"The Good, the Spam, and the Ugly by Steve Graham (2007)",Paperback,254  p.; 8.25 inches,0.57099725858 pounds,8.25 inches,0.68 inches,5.5 inches,8.25 x 5.5 x 0.68 inches,254  ,,,,,,,funny,Anti-Library,English,English,TK5105 .G73,[0806528249],"[0806528249, 9780806528243]",,364.163,Crimes and Offenses > Crimes of property > Criminology > Fraud > Social problems and services; associations > Social sciences,,1,amazon.com books,2020-10-31,,,5430020,,,,
191687198,Communist Daze: The Many Misadventures of a Soviet Doctor,1,"Tsesis, Vladimir A.",Author,,,"Indiana University Press (2017), 254 pages",2017,,,,,Communist Daze: The Many Misadventures of a Soviet Doctor by Vladimir A. Tsesis (2017),Paperback,254  p.,,,,,,254  ,,,,,,,"history, hoopla","eBooks, Anti-Library",English,English,RJ43.T754 .T747,[0253025869],"[0253025869, 9780253025869]",,618.9200092,Gynecology and Pediatrics > Medicine and health > Pediatric Care > Pediatrics & Geriatrics > Technology and Application of Knowledge,,1,amazon.com books,2020-10-31,,,20623203,,,,
191687199,The Christwire Handbook: Staying Saved in a Wicked World,5,The Christwire Flock,Author,,,"Citadel (2012), 288 pages",2012,,,,,The Christwire Handbook: Staying Saved in a Wicked World by The Christwire Flock (2012),Paperback,288  p.,,,,,,288  ,,,,,,,funny,Anti-Library,English,English,PN6231.C35 G68,[0806535105],"[0806535105, 9780806535104]",,818.602,"21st Century > Authors, American and American miscellany > English (North America) > Literature",,1,amazon.com books,2020-10-31,,,12393895,,,,
191687202,Escape the Law: The Journey from Lawyer to Entrepreneur,1,"Williams, Chad",Author,"Harnish, Verne",Foreword,"Morgan James Publishing (2018), 192 pages",2018,,,,,Escape the Law: The Journey from Lawyer to Entrepreneur by Chad Williams (2018),Paperback,192  p.,,,,,,192  ,,,,,,,law,Anti-Library,English,English,HD53.W555,[1683508459],"[1683508459, 9781683508458]",,658.4094,Executive > Management > Management and auxiliary services > Personal Aspects > Technology and Application of Knowledge,,1,amazon.com books,2020-10-31,,,23958798,,,,
191687203,Naked Soul of Iceberg Slim,1,"Iceberg Slim,1918-1992 Iceberg Slim",Author,,,"Canongate Books (2012), Edition: Main",2012,,,,,Naked Soul of Iceberg Slim by 1918-1992 Iceberg Slim Iceberg Slim (2012),Paperback,7.8 inches,0.27116858226 pounds,7.795276 inches,0.433071 inches,5.07874 inches,7.795276 x 5.07874 x 0.433071 inches,,,,,,,,"bio, blackculture",Anti-Library,English,English,PS3552.E25 Z5,[085786968X],"[085786968X, 9780857869685]",,813,American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,1283318,,,,
191687204,Edgar: An Autobiography,1,"Martinez, Edgar",Author,"Stone, Larry|Griffey Jr., Ken",Author|Foreword,"Triumph Books (2019), 352 pages",2019,,,,,Edgar: An Autobiography by Edgar Martinez (2019),Hardcover,352  p.; 9 inches,1.543235834 pounds,9 inches,1.3 inches,6 inches,9 x 6 x 1.3 inches,352  ,,,,,,,baseball,Anti-Library,English,English,GV865.M3747 .M378,[1629377295],"[1629377295, 9781629377292]",,796.357092,Athletic and outdoor sports and games > Ball and stick sports > Ball sports > Baseball > Biography > Biography And History > Recreational and performing arts > The arts,,1,amazon.com books,2020-10-31,,,23325858,,,,
191687205,What Makes Sammy Run?,1,"Schulberg, Budd",Author,,,"Vintage (1993), 352 pages",1993,,,,,What Makes Sammy Run? by Budd Schulberg (1993),Paperback,352  p.; 8 inches,0.58 pounds,8 inches,0.73 inches,5.13 inches,8 x 5.13 x 0.73 inches,352  ,,,,,,,fiction,Anti-Library,English,English,PS3537.C7114 W45,[0679734228],"[0679734228, 9780679734222]","Hollywood (Los Angeles, Calif.) > Fiction|Motion picture industry > California > Los Angeles > Fiction|Motion picture industry > Fiction|Psychological fiction",813.52,1900-1944 > 20th Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,257361,,,,
191687206,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch, Sortiert",1,"Gaiman, Neil",Autor,"Pratchett, Terry",Autor,"William Morrow (2006), Edition: Reprint, 512 pages",2006,,,,,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch, Sortiert by Neil Gaiman (2006)",Paperback,512  p.; 6.75 inches,0.55 pounds,6.75 inches,1.28 inches,4.1875 inches,6.75 x 4.1875 x 1.28 inches,512  ,,,,,,,fiction,Anti-Library,English,English,PR6057.A319,[0060853980],"[0060853980, 9780060853983]",End of the world > Fiction|Fantasy fiction|Good and evil > Fiction|Heaven > Fiction|Hell > Fiction|Humorous fiction|Prophecies > Fiction|Witches > Fiction|Witches > fiction|fantasy fiction|humorous fiction,813,American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,5794,,,,
191687207,Being There,1,"Kosinski, Jerzy",Author,,,"Grove Press (1999), Edition: Reprint, 141 pages",1999,,,,,Being There by Jerzy Kosinski (1999),Paperback,141  p.; 8.2 inches,0.42328754304 pounds,8.2 inches,0.5 inches,5.4 inches,8.2 x 5.4 x 0.5 inches,141  ,,,,,,,"fiction, world, hoopla","eBooks, Anti-Library",English,English,PS3561.O8,[0802136346],"[0802136346, 9780802136343]",Gardeners > Fiction,813.54,1945-1999 > 20th Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-10-31,,,15754,,,,
191687209,An American Brat: A Novel,4,"Sidhwa, Bapsi",Author,,,"Milkweed Editions (2012), 336 pages",2012,,,,,An American Brat: A Novel by Bapsi Sidhwa (2012),Ebook,336  p.,,,,,,336  ,,,,,,,"fiction, southasia",Anti-Library,English,English,PR9540.S53 A82,,,Domestic Fiction|Domestic fiction|Pakistani Americans > Fiction|Pakistanis > Travel > United States > Fiction|Teenage girls > Fiction|Teenage girls > United States > Fiction,823,English & Old English literatures > English fiction > Literature,,1,amazon.com books,2020-10-31,,,373653,,,,
